bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
95,230,19996042696724837438842155409,7688173340698346679509523159710648286357854528355937131705921169474152287843,50977690687316380298879236206366995179840786131001213300215353874139820571527
96,231,61178684345100623652285145496,80582929444470236879887336436815551454108791270316578893718412918228544446386,88238555528509085814562948336468908243732823862384785870645313025127168011787
97,232,144880605857453746301524071615,106153210004657890453031269955451660174018345136982032948007949583585855387549,73645073628542276124852640104067293245986207039113487017592898727316734605942
93,228,6043939386678618675973667974,15606346758137485208267878781575760372590092942820964665684830257701393320601,87807776085135435796758085410008564832333250469813799060048884898513361307113
94,229,19725511696082763244041349048,115053628188262108763124879573171754758854987562196544750046551316339752621319,15615547822853654985939463654076403873315637314611508520179368999863113552170
95,230,20969049913917864999572271719,5458768890983681786984301401481151269709390724243688228027952057832333030897,71009902862371268793160023962768518693721696486162455749538738039051322981389
96,231,75058155923022407556013519302,67924773859777449426335363025251515570487824821625895072476249884631112345056,16548835216868417028718332513426311190552153676837378886491536296499308905615
97,232,118928125153700422428330169772,42300736280372296991305784135068865448292923012341923879335280807336977003630,90731606775377495708453285825617025414208588661019088949764975567247437486912
93,228,7706047120592779636579391784,56149871118353937649622585467697007734899576041107120158945140943904241984040,94495484390196297112916305306449487571746323294576584433124643974301095033406
94,229,16534590923043887468144588462,87767809976158180565965263402629915536314260413510417901645897271254357864662,85365458011456730416618063328203912594408118406923014343820966697404310833888
95,230,39231427358655214523752640941,7730459930760523718276677933632470912855958154244243790432021191769591266446,44128746716659053139411222195727161234154921959569713330705162068221359756054
96,231,68918935504170354494570344679,27896054625768367084470195202035139603545364174316982215735716854676527457493,40990295780085363888314037302682091934316143411726771010611305090664961847568
97,232,156643965290146579875855065633,52177338343974504759249123221805138644305703462156929432582321282911077027510,45432177859472893326171607260803643362262863190233837477395418547570406575822
93,228,6206297700493823130899389869,55486194480538274943904637779582549349936934193538707796135523569707394755801,72408036503327527191814284372816385017937713748879613708725217533029320756047
94,229,10004392732544439473583268857,97497636562426864037667548414234886207942369432292434548147846000022073079678,66670464879776846046532799279053292137090223900529320402604150999255562944370
95,230,34522628386395714333206692529,4367347212161562154697328498048321180579376671290594762392379805304363272846,75307610436528454146005055899272001659622279559018871088183399778419198702058
96,231,44731543821490507062796220319,14761426384295178301410668961057626340787490230037717331045023816728278149919,6946584923939088616124660129018121128535172113622888665064505828303685464276
97,232,86045443296704590334931138561,24969487367982332235122208902984179696992533473971960453157171994335660901997,3209735478623908000735524103933172763489271776835748255261369930193302069522
93,228,5652398076353156409049833280,81710546781028017967919414925378612055971860755301068033011639547989299965773,74594688159468424662263497535799355587056707933664486184694216634779452387121
94,229,13065726892624411965780060059,21860642681051649449207879047766161253953086573475779300407106777518988806436,77817793813379478088155560841060104370044185238035002797052421171162191562039
95,230,37078624363415512186972499950,63067204031370324626216311474185892550063159613946202908712363634601085815480,58610819504439794871714569655995578444778180557316501252034865834173753040131
96,231,40996363644203626195045656770,84316455209030771095981713497121621826426541860168948773662070261997153892765,76337215440549174902893478827672308617433209146640260581946020822898492975765
97,232,132749689857333533987448258010,42943269846980610341838439057910745204348174554022915233565871407020603088981,11684631308040719512797354042678144928397532256764276902938159459347021536663
93,228,5306806553577013015928021585,32746124480720870983489826764852004043031612294328011465524190788171523584044,79046761052125189654657261269768173667645362327274975938921802171928189370553
94,229,11717322642022806832594425859,77375168618493827030502569183757310136764990105290705000663852460491011747355,72986241767038016494564180785631303019559815572126000181616870489692082728966
95,230,30832276243744620311284227934,338728633066336925066020935474915863655028371682928259044374251474916272261,39693301889249496768831412248910678778099988164906926125867929092038033024956
96,231,40186015060807604143905355531,5764151151829097924006215539696577365646641777170845631913678769538037415770,42530143622017700102324165805107198783624913828906880666826744537494824450131
97,232,90597087857000831521161127559,70199193313845383556784719683795389583406823790008696251512549266241757138824,45666670192798121580334109166531902473338485410687714896989077987544363747781
93,228,5177034436289628204195224025,35846501388532202987731945881846949874887985021163824222897005513959411988245,66217570948870248974429150334799474648649523281478981311987937492132781043253
94,229,10392884851265361772968513157,9760332093019698060378479586065526973003104311333172260354455264436224599846,12134405943636115819716636028263653471873303798111248005437910954066395941091
95,230,37770535157410783481490012432,42075685102417554830755386453928573635643068165855747271525867468432431548104,41219114643977199543533909936873029559543845571664688499528702679440686507040
96,231,78368210630796396906088965677,12878376760745152018494192470614383981999375120751447824940682406526928476529,113601955388606948711279375664772134709976935403918480448975893134619651478068
97,232,119377738976974857650511774852,48357167275562169259296748269555179775894929157911437664230105273974040445906,108256261534229470693185477178012960664751525842292260073187557658679441349832
93,228,7274357347582548568492258131,99524917848162771740997253770020363438420972202152195502498831187830306427983,99505908785403091360355256967866449466742629505752507932508375819776629245284
94,229,12151570579330960901503598684,22740091062295639779437499392108303240851495966460199783369984372070082164816,22103453105638593381764750177775493896842082913258418564521879217470798211744
95,230,21611781854918416897270270458,33175682021486876901600782410835189866961162272095570479238658172368749465364,54559863754268142254490792488790309773552107554200135496499250792364120772698
